Movie_name,Director_name,Release_date,Overall_gross_earning,The_cast
Real Steel,Shawn Levy,September 6, 2011 (2011-09-06) (Paris),$299.3 million,##Hugh Jackman as Charlie Kenton, a former boxer##Dakota Goyo as Max Kenton, Charlie's son##Evangeline Lilly as Bailey Tallet, a boxing gym owner and daughter of Charlie's former boxing coach##Anthony Mackie as Finn##Olga Fonda as Farra Lemkova, Tak Mashido's partner##Karl Yune as Tak Mashido, a robot fighting inventor##Kevin Durand as Ricky##Hope Davis as Aunt Debra, Max's Aunt##James Rebhorn as Marvin##Gregory Sims as Bill Panner
Twilight,Catherine Hardwicke,November 17, 2008 (2008-11-17) (Los Angeles premiere),$407.1 million,##Kristen Stewart as Bella Swan, a seventeen-year-old girl who moves to the small town of Forks, Washington from Phoenix, Arizona and falls in love with Edward Cullen, a vampire. Her life is endangered after James, a sadistic vampire, decides to hunt her.[11]##Robert Pattinson as Edward Cullen, a 108-year-old vampire who was changed in 1918 and still appears to be seventeen. He is Bella's love interest and eventually falls in love with her. He has the ability to read minds, with the exception of Bella's, along with superhuman speed.[11][12]##Peter Facinelli as Carlisle Cullen, a compassionate 300-plus-year-old vampire who looks to be in his early 30s. He serves as the town's physician and is the Cullen family patriarch.[13]##Elizabeth Reaser as Esme Cullen, Carlisle's vampire wife and the matriarch of the Cullen family.[14]##Ashley Greene as Alice Cullen, Jasper Hale's mate, a vampire who can see the future based on decisions that people make.[14]##Kellan Lutz as Emmett Cullen, physically the strongest vampire of the family.[14]##Nikki Reed as Rosalie Hale, Emmett Cullen's mate, a vampire described as the most beautiful person in the world. She is hostile toward Bella throughout the film, worried that Edward's relationship with a human puts their clan at risk.[8]##Jackson Rathbone as Jasper Hale, a Cullen family member who can manipulate emotions. He is the newest member of the Cullen family, and thus has the most difficulty maintaining their "vegetarian" diet of feeding only on animal rather than human blood.[14]##Billy Burke as Charlie Swan, Bella's father and Forks' Chief of Police.[15]##Cam Gigandet as James Witherdale, the leader of a group of nomadic vampires that intends to kill Bella. He is Victoria's mate and a gifted tracker, due to his unparalleled senses.[8]##Rachelle Lefevre as Victoria Sutherland, James' mate who assists him in hunting Bella.[8]##Edi Gathegi as Laurent Da Revin, the most civilized member of James' coven.[16]##Sarah Clarke as Renée Dwyer, Bella's mother who lives in Arizona with her new husband, Phil.[16]##Taylor Lautner as Jacob Black, an old childhood friend of Bella and a member of the Quileute tribe.[17]##Christian Serratos as Angela Weber, one of Bella's new friends in Forks.[16]##Michael Welch as Mike Newton, one of Bella's new friends who vies for her attention.[8]##Anna Kendrick as Jessica Stanley, Bella's first friend in Forks.[11]##Gregory Tyree Boyce as Tyler Crowley, another one of Bella's classmates, also vying for Bella's attention. He nearly hits Bella with his van.[18]##Justin Chon as Eric Yorkie, another one of Bella's classmates who vies for her attention.[11]##Solomon Trimble as Sam Uley. Solomon Trimble was credited as "Jacob's friend" in the film, but was widely recognized as playing the part of Sam.[19][20][21][22]##Krys Hyatt as Embry Call. He was recognized as playing the part of Embry in the Twilight film, though his role was uncredited.[23]##Gil Birmingham as Billy Black##Matt Bushell as Phil Dwyer##José Zúñiga as Mr. Molina##Ned Bellamy as Waylon Forge##Ayanna Berkshire as Cora##Katie Powers as Waitress##Trish Egan as Ms. Cope##
Home Alone,Chris Columbus,November 10, 1990 (1990-11-10) (Chicago),$476.7 million,##Macaulay Culkin as Kevin, a rambunctious eight-year-old with a penchant for creating harmful inventions##Joe Pesci as Harry, a short and hot-headed thief who targets the McCallisters' home with Marv##Daniel Stern as Marv, a tall and dim-witted thief who targets the McCallisters' home with Harry##John Heard as Peter, Kevin's father##Roberts Blossom as Marley, Kevin's elderly neighbor##Catherine O'Hara as Kate, Kevin's mother and Peter's wife##Angela Goethals as Linnie, Kevin's older sister##Devin Ratray as Buzz, Kevin's oldest brother who often gets him into trouble##Gerry Bamman as Uncle Frank, Peter's rude older brother##Hillary Wolf as Megan, Kevin's oldest sister##John Candy as Gus Polinski, a polka musician who helps Kate##Larry Hankin as Officer Balzak##Michael C. Maronna as Jeff, Kevin's older brother##Kristin Minter as Heather, Kevin's oldest cousin##Daiana Campeanu as Sondra, Kevin's older cousin##Jedidiah Cohen as Rod, Kevin's older cousin##Kieran Culkin as Fuller, Kevin's youngest cousin##Senta Moses as Tracy, Kevin's older cousin##Anna Slotky as Brook, Kevin's younger cousin##Terrie Snell as Aunt Leslie, Uncle Frank's wife##Jeffrey Wiseman as Mitch Murphy, an eight-year-old neighbor of the McCallisters whom Heather mistakes for Kevin during the headcount##Virginia Smith as Georgette, Kevin's aunt, wife of Uncle Rob, and mother of Heather and Steffan##Matt Doherty as Steffan, Kevin's older cousin##Ralph Foody as Gangster #1 (Johnny), character in the film Angels with Filthy Souls##Michael Guido as Gangster #2 (Snakes), character in the film Angels with Filthy Souls##Ray Toler as Uncle Rob, Kevin's uncle, younger brother of Peter and Uncle Frank, and father of Heather and Steffan##Billie Bird as Woman in Airport, Irene, who sells Kate her ticket to Dallas##Bill Erwin as Man in Airport, Ed, Irene's husband who agrees with Irene's ticket sale##Gerry Becker as Officer #1##Alan Wilder as Scranton Ticket Agent##Hope Davis as French Ticket Agent##Kenneth Hudson Campbell as a Santa Claus impersonator whom Kevin meets
Predator,John McTiernan,June 12, 1987 (1987-06-12),$98.3 million[2],##Arnold Schwarzenegger as Major Alan "Dutch" Schaefer##Carl Weathers as Al Dillon, Dutch's Vietnam War buddy, now a CIA operative##Elpidia Carrillo as Anna Gonsalves, a female insurgent##Bill Duke as Sergeant Mac Eliot, Blain's friend##Richard Chaves as Jorge "Poncho" Ramírez, an explosives expert##Jesse Ventura as Blain Cooper, heavy-gunner, uses a minigun dubbed "old painless"##Sonny Landham as Billy Sole, a tracker and scout##Shane Black as Rick Hawkins, radio operator##R.G. Armstrong as Major General Homer Philips[notes 1]##Kevin Peter Hall as The Predator / Helicopter Pilot##Peter Cullen supplies the Predator's voice, credited as providing vocals (noted as "Vocalizations By") in the staff roll. His name shows up much later than the rest of the cast.##Sven-Ole Thorsen as Soviet Military Adviser (in an uncredited role)##
The Girl with All the Gifts,Colm McCarthy,3 August 2016 (2016-08-03) (Locarno Film Festival),$4.08 million,##Gemma Arterton as Helen Justineau##Paddy Considine as Sergeant Eddie Parks##Glenn Close as Caroline Caldwell##Sennia Nanua as Melanie##Anamaria Marinca as Jean Selkirk##Fisayo Akinade as Private Kieran Gallagher##Anthony Welsh as Private Dillon##Dominique Tipper as Private Devani##Elisha Lane as Kenny##
